,UnitId,Text,X.M..language..,X.M..object_posted_time..,id,detected,value,ambiguity
18850,"tag:search.twitter.com,2005:875052664454692864",rt @latimes: magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,25818,NA,6,2
51705,"tag:search.twitter.com,2005:874452131092217856","rt @9newsaus: a powerful earthquake has struck off the west coast of turkey, close to the greek island of lesbos. #9news https://t.co/3mum7… ",en,6/13/2017 2:07:12 AM,67186,NA,5,2
12879,"tag:search.twitter.com,2005:874943190595506177",rt @lastquake: powerful #earthquake shakes #guatemala 12 min ago. more info at: https://t.co/qrlbnaxnqc https://t.co/y56rd9t3nd ,en,6/14/2017 7:41:34 AM,18528,NA,5,2
41727,"tag:search.twitter.com,2005:874311067379400704",μεγάλες ζημιές και τραυματισμοί στη λέσβο μετά τον ισχυρό σεισμό https://t.co/zdstixtdjw ,el,6/12/2017 5:02:57 PM,53421,NA,7,2
44177,"tag:search.twitter.com,2005:874331688498860032",σοβαρές ζημιές και τραυματίες στη λέσβο από το σεισμόhttps://t.co/w7loistylj ,el,6/12/2017 6:24:53 PM,56227,NA,7,2
27403,"tag:search.twitter.com,2005:874243519208194048",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,36925,NA,3,2
49075,"tag:search.twitter.com,2005:874389296144371712",rt @temblor: m=6.3 earthquake in the aegean sea causes injuries and damage | https://t.co/1twvj9wivy https://t.co/j73jbcb8mx via @temblor ,en,6/12/2017 8:32:00 PM,63758,NA,7,2
8814,"tag:search.twitter.com,2005:874899940769751041","strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :… https://t.co/qdmcnoxubf ",en,6/14/2017 8:02:55 AM,11446,NA,5,2
34294,"tag:search.twitter.com,2005:874263513660887041","rt @greekinews: ζημιές σε σπίτια στο πλωμάρι από τον ισχυρό σεισμό, ανάστατοι οι κάτοικοι στους δρόμους (βιντεο)…  ",el,6/12/2017 1:39:13 PM,44892,NA,7,2
33664,"tag:search.twitter.com,2005:874260912441622532",rt @lastquake: there has been reports of local damage following m6.4 #earthquake in #agean sea but so far nothing significant https://t.co/… ,en,6/12/2017 1:43:26 PM,44205,NA,7,2
38810,"tag:search.twitter.com,2005:874288332729143296",λέσβος: τραυματίες και μία εγκλωβισμένη στο χωριό βρίσα https://t.co/xnlbrhbyrf  #seismos #earthquake https://t.co/6lheb3s1dl ,el,6/12/2017 3:32:36 PM,50050,NA,9,2
48424,"tag:search.twitter.com,2005:874379990795681792",λέσβος: νεκρή ανασύρθηκε η 45χρονη γυναίκα - ολοκληρωτική καταστροφή από το σεισμό στο χωριό βρίσα. https://t.co/gdnv4rl6jm ,el,6/12/2017 9:36:49 PM,62954,NA,7,2
29606,"tag:search.twitter.com,2005:874247728192270336","rt @iefimerida: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια στο πλωμάρι https://t.co/iejjmwmd9d ",el,6/12/2017 12:48:16 PM,39556,NA,9,2
39005,"tag:search.twitter.com,2005:874290179841810432",hi there i have tweeted from japan. japan is a place very often earthquake. the big earthquake. and even dangerous nuclear power plant. ,en,6/12/2017 3:39:57 PM,50276,NA,5,2
50150,"tag:search.twitter.com,2005:874411015324160000","rt @nationalherald: strong #earthquake above 6.0 on richter scale rocks lesbos, #greece (video) https://t.co/aos98f60zs https://t.co/v6qskv… ",en,6/12/2017 1:15:34 PM,65222,NA,5,2
1458,"tag:search.twitter.com,2005:874701623905398784",rt @barrheadgeo: #s2geog greece earthquake hits lesbos: tremors felt in istanbul and athens https://t.co/slsirw0ako ,en,6/13/2017 6:18:31 AM,1670,NA,3,2
30224,"tag:search.twitter.com,2005:874249269510901760","rt @humeyra_pamuk: earthquake w/magnitude of 6.3 struck #turkey's western coast, felt in #istanbul &amp; aegean city of izmir. no damage/casual… ",en,6/12/2017 12:43:14 PM,40274,NA,3,2
59682,"tag:search.twitter.com,2005:874626008665673729",rt @sputnikint: fear of more tremors as the #aegeansea is hit by a large #earthquake https://t.co/j1eohnzlzm https://t.co/omhdgyrkmf ,en,6/13/2017 1:50:01 PM,77083,NA,7,2
44607,"tag:search.twitter.com,2005:874335191682220036",rt @spyrosgalinos: 2/5 τα περισσότερα σπίτια στη βρίσα έχουν υποστεί σημαντικές ζημιές. ,el,6/12/2017 6:24:38 PM,56705,NA,7,2
14513,"tag:search.twitter.com,2005:874971987252322306",rt @earthbrook: powerful m6.9 earthquake hits guatemala - mexico border region https://t.co/0bvdnnxwnh ,en,6/14/2017 11:16:52 AM,20694,NA,5,2
24189,"tag:search.twitter.com,2005:874106255895257088",strong #earthquake rocks part of #indonesia's main island.#dailyaddaa https://t.co/iefpztoe0c ,en,6/12/2017 3:29:06 AM,32215,NA,5,2
43691,"tag:search.twitter.com,2005:874327594547728384",rt @bbcworld: earthquake rubble blocks roads in lesbos village https://t.co/xdttzpvocg ,en,6/12/2017 5:56:43 PM,55686,NA,9,2
17328,"tag:search.twitter.com,2005:875025408919515138","@katefortakoma our building has earthquake damages, terrible roach infestations, rats or mice, faulty and unsafe el… https://t.co/l9sqnbupdo ",en,6/14/2017 4:21:29 PM,24078,NA,7,2
28437,"tag:search.twitter.com,2005:874245318895906816","δυνατός σεισμός 6 ρίχτερ νότια της μυτιλήνης ταρακούνησε την αθήνα, διαβάζω την μυτιλήνη φαντάζομαι όχι ε στα αρχιδια μας 🤦‍♂️ ",el,6/12/2017 12:41:41 PM,38167,NA,5,2
37337,"tag:search.twitter.com,2005:874278623460691968",rt @ttremblingearth: .@lastquake app launches follow the s wave as everyone in the region feels a strong m6.3 earthquake roll through tu…  ,en,6/12/2017 12:59:08 PM,48377,NA,5,2
5848,"tag:search.twitter.com,2005:874849216698384385",rt @lastquake: this is the 8th felt #earthquake in near the coast of western turkey in the last 41 hours https://t.co/osr2jaub9y ,en,6/14/2017 4:39:21 AM,7296,NA,3,2
11635,"tag:search.twitter.com,2005:874925018991521793",rt @lastquake: felt #earthquake m5.0 strikes 79 km e of tapachula (mexico) 1hr 5min ago. please report to: https://t.co/gfv8pbc6op https://… ,en,6/14/2017 8:58:21 AM,15130,NA,3,2
17503,"tag:search.twitter.com,2005:875028731051495424","rt @fox12oregon: small earthquake hits near beaverton, no damages reported https://t.co/vfepckzwip https://t.co/s4ew2mus5d ",en,6/14/2017 2:27:25 PM,24272,NA,7,1
42392,"tag:search.twitter.com,2005:874317179377905668","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,54234,NA,6,1
38823,"tag:search.twitter.com,2005:874288609213513728",πλωμάρι: στους δρόμους οι κάτοικοι μετά το σεισμό- κατέρρευσαν σπίτια https://t.co/luqy9agulk https://t.co/lrq1jrlwug ,el,6/12/2017 3:33:42 PM,50069,NA,9,2
4638,"tag:search.twitter.com,2005:874793949877202944",please do not forget about the earthquake victims in ecuador. help us send clean water filters today. https://t.co/bhwb5jfa9k #help ,en,6/14/2017 1:01:45 AM,5767,NA,9,1
14242,"tag:search.twitter.com,2005:874967651604463616","strong earthquake hits guatemala, causes power cuts in southern mexicowednesday, 14 june 2017 06:22 gyt mexico... https://t.co/lddco043m1 ",en,6/14/2017 12:31:58 PM,20374,NA,5,2
10187,"tag:search.twitter.com,2005:874906379244511232",rt @eqtw: strong earthquake hits the mexico-guatemala border ,en,6/14/2017 7:45:37 AM,13224,NA,5,2
33723,"tag:search.twitter.com,2005:874261020272979971","rt @quake_tracker5: very strong dangerous #earthquake off the coast  of #lesbos, #greece (felt strong in #turkey)…  ",en,6/12/2017 1:21:38 PM,44275,NA,3,2
27432,"tag:search.twitter.com,2005:874243439965110275",rt @lastquake: powerful #earthquake shakes near the coast of western turkey 2 min ago. more info at: https://t.co/qi9jlrrai0 https://t.co/y… ,en,6/12/2017 12:31:31 PM,36959,NA,5,2
7901,"tag:search.twitter.com,2005:874896369722458113","at 2:29am central time, a strong earthquake has occurred in guatemala with a magnitude of 7.0. https://t.co/wvb8ontxmi ",en,6/14/2017 7:48:43 AM,10099,NA,5,2
57038,"tag:search.twitter.com,2005:874562946969600000","earthquake kills woman, damages buildings on greek island https://t.co/orq9sv6j9f ",en,6/13/2017 9:43:49 AM,73688,NA,7,2
34739,"tag:search.twitter.com,2005:874265063628189697",rt @hdner: in photos: 6.2-magnitude earthquake in turkey’s aegean stirs panic https://t.co/zf7t1ja6dw https://t.co/4hs9ucegbq ,en,6/12/2017 1:31:51 PM,45406,NA,7,2
16064,"tag:search.twitter.com,2005:875000174917156864",λέσβος: ζημιές και σε μεταβυζαντινά μνημεία https://t.co/32n3imzlev https://t.co/hvko6gfwhd ,el,6/14/2017 2:41:13 PM,22634,NA,7,2
39030,"tag:search.twitter.com,2005:874289943467741184",earthquake off coast of turkey felt in athens https://t.co/fzp0xqowan ,en,6/12/2017 3:39:00 PM,50308,NA,3,2
3972,"tag:search.twitter.com,2005:874770632843509760",local company survival kits online helps californian’s prepare for largest earthquake drill ever https://t.co/biggddouez ,en,6/13/2017 11:29:05 PM,4795,NA,5,1
15789,"tag:search.twitter.com,2005:874996394947432449",rt @gscp_gr: οι ζημιές που προκάλεσε ο σεισμός στη βρίσα της λέσβου-video από drone https://t.co/1nfaipe2oj ,el,6/14/2017 1:33:42 PM,22310,NA,7,2
16183,"tag:search.twitter.com,2005:875002460615712768","rt @gabehash: earthquake 6.9 hit guatemala and felt in mexico and el salvador today june 14, 2017  https://t.co/k9trnpkjbt ",en,6/14/2017 2:45:03 PM,22762,NA,3,1
55724,"tag:search.twitter.com,2005:874533029426982912","rt @usgs: m6.3 earthquake strikes near plomarion, greece https://t.co/4k7ecbkntr  report what you felt here -…  ",en,6/12/2017 4:45:01 PM,72134,NA,3,1
36100,"tag:search.twitter.com,2005:874271843359662080",strong earthquake hits lesbos island and w. turkish coast https://t.co/ndpstwn1j7 ,en,6/12/2017 2:27:05 PM,46964,NA,5,2
57420,"tag:search.twitter.com,2005:874569599500656640",rt @ballander123: @n1234nina @gelenia2 τι μας λες κων/να εσύ έκανες όλες τις ζημιές εγώ τα άκουγα απο την ράνια 😂😂😂όμορφη χαμογελαστή…  ,el,6/13/2017 9:28:27 AM,74146,NA,7,1
40257,"tag:search.twitter.com,2005:874299181292191745","major damage reported in vrisa, #lesvos; rescue teams on site #earthquake #greecehttps://t.co/zaaocnfpag https://t.co/insrtqswcx ",en,6/12/2017 4:15:43 PM,51707,NA,7,2
48683,"tag:search.twitter.com,2005:874383334335541252",rt @ajenews: a powerful earthquake kills a woman and destroys houses on the greek island of lesbos https://t.co/uq7g3pw8d2 https://t.co/qub… ,en,6/12/2017 9:45:06 PM,63277,NA,5,2
41993,"tag:search.twitter.com,2005:874313207107665920",χίος: μικρές υλικές ζημιές σε πέτρινα κτίσματα από τον ισχυρό σεισμό https://t.co/pgaexchdnz https://t.co/go6rjztihm ,el,6/12/2017 5:11:27 PM,53726,NA,7,2
44840,"tag:search.twitter.com,2005:874337267787210754","rt @spyrosgalinos: in lesvos, vrisa, we are mourning the first fatality: a woman found dead after her house collapsed because of the e…  ",en,6/12/2017 5:39:26 PM,56953,NA,9,2
34960,"tag:search.twitter.com,2005:874266047003729920",εικόνες καταστροφής στην βρίσα λέσβου: μια γυναίκα είναι εγκλωβισμένη σε σπίτι που κατέρρευσε (βίντεο) | pronews https://t.co/vp0d7enwdo ,el,6/12/2017 2:04:03 PM,45653,NA,7,2
36129,"tag:search.twitter.com,2005:874271839291412480",αισθητός μέχρι και την κωνσταντινούπολη ο σεισμός στη μυτιλήνη - https://t.co/osamgzehvt https://t.co/l1wcp9uujn ,el,6/12/2017 2:27:04 PM,46999,NA,3,2
53345,"tag:search.twitter.com,2005:874478033230495745","rt @ajenews: earthquake kills woman, destroys houses on greece's island of lesbos https://t.co/ltixhg708j https://t.co/2pgw4fd6di ",en,6/13/2017 4:00:11 AM,69066,NA,9,2
50854,"tag:search.twitter.com,2005:874427433180471296","powerful earthquake rattles greece, turkey https://t.co/y475bxg7in via @josephjett https://t.co/awyr0oully ",en,6/13/2017 12:45:20 AM,66143,NA,5,2
34925,"tag:search.twitter.com,2005:874265848139190274",βίντεο-σοκ από τη λέσβο: πληροφορίες για εγκλωβισμένους στο χωριό βρίσα https://t.co/pfxoh4gkim ,el,6/12/2017 2:03:15 PM,45615,NA,9,2
44439,"tag:search.twitter.com,2005:874333712069967873",earthquake rubble blocks roads in lesbos village - https://t.co/gegqss8mdq ,en,6/12/2017 6:32:55 PM,56514,NA,9,2
8212,"tag:search.twitter.com,2005:874897272538112001",rt @lastquake: felt #earthquake (#sismo) m6.9 strikes 144 km w of guatemala city (#guatemala) 22 min ago. https://t.co/f1qnnvxyoc https://t… ,en,6/14/2017 7:51:34 AM,10517,NA,3,2
13747,"tag:search.twitter.com,2005:874959258122461185",i swear to god i just felt an earthquake ,en,6/14/2017 11:58:37 AM,19755,NA,3,2
43935,"tag:search.twitter.com,2005:874329481871339520",αισθητός και στην τουρκία ο ισχυρός σεισμός στο βόρειο αιγαίο https://t.co/a1790t5y01 ,el,6/12/2017 6:16:07 PM,55952,NA,3,2
47437,"tag:search.twitter.com,2005:874366195746603008",σεισμός μυτιλήνη: ολοκληρώθηκε η εκκένωση της βρίσας-μία νεκρή και πάνω από 10 τραυματίες - https://t.co/emk6yhoiop via @thepressroomgr ,el,6/12/2017 8:42:00 PM,61665,NA,7,2
43476,"tag:search.twitter.com,2005:874325952947507204",#3novices : earthquake rubble blocks roads in lesbos village https://t.co/hplhiwey2c buildings in vrisa village on the greek island of les… ,en,6/12/2017 6:02:06 PM,55455,NA,9,2
33389,"tag:search.twitter.com,2005:874259464593051650","rt @kathimerini_gr: ισχυρός σεισμός 6,1 - 35 χιλιόμετρα νοτιοδυτικά της μυτιλήνης το επίκεντροhttps://t.co/zrxcpkvcwp https://t.co/yqfs6ga… ",el,6/12/2017 1:00:35 PM,43887,NA,5,2
37276,"tag:search.twitter.com,2005:874278477654085633","rt @greeceoutsidein: powerful earthquake 6.3 r greece: 10 injuries, one woman trapped – live https://t.co/cvdsinzebx #greece #news ",en,6/12/2017 2:50:27 PM,48310,NA,5,2
43191,"tag:search.twitter.com,2005:874324188869406720",earthquake rubble blocks roads in lesbos village - bbc https://t.co/b685ph6tzq ,en,6/12/2017 5:55:05 PM,55148,NA,9,2
1723,"tag:search.twitter.com,2005:874707750097268736",rt @maayaxurbano: *earthquake*lana: dude i felt that shit and i thought my stomach was growlingdumbfuck 🤦🏻‍♀️ ,en,6/13/2017 2:32:30 PM,1969,NA,3,2
60685,"tag:search.twitter.com,2005:874642482365157377",drone καταγράφει το μέγεθος της καταστροφής στη βρίσα https://t.co/c5fp4zyvsw ,el,6/13/2017 2:59:52 PM,78472,NA,7,2
30446,"tag:search.twitter.com,2005:874249687536201728","6,3 r earthquake between greek islandsit was felt in turkey toohope everyone and everything is good ",en,6/12/2017 12:59:02 PM,40539,NA,3,2
38164,"tag:search.twitter.com,2005:874283953372397568",turkey earthquake: tremors felt in istanbul and athens https://t.co/daq3c6elxk https://t.co/72mfhfdxqm ,en,6/12/2017 3:15:12 PM,49318,NA,3,2
44758,"tag:search.twitter.com,2005:874336596425936898",σεισμός μυτιλήνη: νεκρή εντοπίστηκε και ανασύρθηκε η αγνοούμενη γυναίκα από τα χαλάσματα του σπιτιού της - https://t.co/amvzazoesd ,el,6/12/2017 6:44:23 PM,56865,NA,10,2
49320,"tag:search.twitter.com,2005:874393018660409345",greece earthquake hits lesbos: tremors felt in istanbul and athens https://t.co/qavsq4g7zh ,en,6/12/2017 10:28:35 PM,64050,NA,3,2
27590,"tag:search.twitter.com,2005:874243940320514048",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,37146,NA,3,2
28396,"tag:search.twitter.com,2005:874245357970104320",rt @breakingnlive: powerful magnitude 6.1 earthquake hits western turkey. felt in istanbul. ,en,6/12/2017 12:36:53 PM,38115,NA,3,2
14977,"tag:search.twitter.com,2005:874980275641622528",rt @latimes: magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,21275,NA,6,2
532,"tag:search.twitter.com,2005:874679740262752256",rt @latimes: get ready for a major earthquake. what to do before — and during — a big one https://t.co/jnezyg4kvr ,en,6/13/2017 5:26:10 PM,611,NA,5,2
13682,"tag:search.twitter.com,2005:874958116521222144","6.9 earthquake strikes guatemala; damage, landslides reported @weatherchannel https://t.co/pxcoqopmkw ",en,6/14/2017 11:54:05 AM,19663,NA,6,2
16084,"tag:search.twitter.com,2005:875000783846207488","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,22656,NA,5,1
9505,"tag:search.twitter.com,2005:874902536943267841",rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault https://t.co/unm5le9hio…  ,en,6/14/2017 12:30:09 AM,12387,NA,5,1
48053,"tag:search.twitter.com,2005:874374667573891072",bbc news - #greece #earthquake hits #lesbos: tremors felt in istanbul and athens https://t.co/7cneg040hr ,en,6/12/2017 9:15:40 PM,62489,NA,3,2
9411,"tag:search.twitter.com,2005:874902302179676161","#cyprus #cyprusjournal, https://t.co/tgnadsemai ισχυρός σεισμός 7.0 βαθμών στο μεξικό https://t.co/r4j4s1rh9p ",el,6/14/2017 8:12:18 AM,12276,NA,5,2
61980,"tag:search.twitter.com,2005:874667736156299264",rt @unhcrgreece: surveying damage today in quake hit lesvos village. unhcr offers sympathy to the affected greek community #lesvos…  ,en,6/13/2017 4:21:01 PM,79986,NA,7,2
36698,"tag:search.twitter.com,2005:874274874377809920","rt @humanityroad: #greece #lesvos - video of damage in vrisa following 6.3 #earthquake, june 12, 2017: https://t.co/yb8nxdqoig. #hmrd via ^… ",en,6/12/2017 2:34:19 PM,47662,NA,7,2
38444,"tag:search.twitter.com,2005:874285980542537730",#σεισμός μυτιλήνη: εγκλωβισμένη γυναίκα στα συντρίμμια του σπιτιού της στη βρίσα [cnn.gr]https://t.co/mxt0b2hhxa ,el,6/12/2017 3:23:15 PM,49635,NA,9,2
35745,"tag:search.twitter.com,2005:874270268545478656",bbc news - turkey earthquake: tremors felt in istanbul and athens https://t.co/jebghdbbsb ,en,6/12/2017 2:20:49 PM,46558,NA,3,2
8685,"tag:search.twitter.com,2005:874899360198348801","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,11250,NA,5,1
9732,"tag:search.twitter.com,2005:874903400818900992",rt @lastquake: felt #earthquake (#sismo) m6.9 strikes 144 km w of guatemala city (#guatemala) 22 min ago. https://t.co/f1qnnvxyoc https://t… ,en,6/14/2017 7:51:34 AM,12651,NA,3,2
38296,"tag:search.twitter.com,2005:874285047343349760",rt @daphnenews: many houses at the village of vrisa in southern #lesvos have collapsed after 6.1-magnitude quake. citizen protection min on… ,en,6/12/2017 1:51:40 PM,49472,NA,9,2
42946,"tag:search.twitter.com,2005:874322486606921728","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,54873,NA,6,1
34035,"tag:search.twitter.com,2005:874262290064920577","rt @naftemporikigr: ζημιές στη νότια λέσβο από τα 6,1 ρίχτερ https://t.co/qkc9jx2mbu https://t.co/yphubc0b9s ",el,6/12/2017 1:48:13 PM,44612,NA,7,2
24911,"tag:search.twitter.com,2005:874142451379961856",σοβαρά επεισόδια στο μενίδι - ζημιές σε σπίτια από μολότοφ https://t.co/bmtdqurf0e ,el,6/12/2017 5:52:55 AM,33147,NA,7,1
32235,"tag:search.twitter.com,2005:874255090286243840","ισχυρός σεισμός ανοιχτά της λέσβου, ζημιές στο πλωμάρι - ειδήσεις - ελλάδα - in.gr https://t.co/qdnsszbcgb μέσω του χρήστη @in_gr ",el,6/12/2017 1:20:31 PM,42604,NA,5,2
41055,"tag:search.twitter.com,2005:874305508118843392",rt @cnngreece: αισθητός και στην τουρκία ο ισχυρός σεισμός στο βόρειο αιγαίο https://t.co/0qhndxlh4h https://t.co/6mb5nbkqmw ,el,6/12/2017 4:20:29 PM,52636,NA,3,2
33044,"tag:search.twitter.com,2005:874257858048790530","rt @offsitecynews: εκτακτο: ισχυρός σεισμός 6,1 ρίχτερ στην ελλάδα - αισθητός και στην αθήνα https://t.co/vhzn12hywb ",el,6/12/2017 12:48:29 PM,43507,NA,3,2
37726,"tag:search.twitter.com,2005:874280930755694592","rt @presspublica: δήμαρχος λέσβου για σεισμό: υλικές ζημιές, κατολισθήσεις αλλά ευτυχώς όχι θύματα - https://t.co/q33dutbvqz ",el,6/12/2017 2:07:19 PM,48799,NA,6,2
16575,"tag:search.twitter.com,2005:875011802849046528","pretty sure i felt an earthquake. i'm fine; the location is far-ish away from sacatepequez, but keep those near the… https://t.co/nxqfjs76ju ",en,6/14/2017 3:27:25 PM,23236,NA,3,2
29244,"tag:search.twitter.com,2005:874247386171920384","rt @bigearthquakes: 6.3 earthquake, 11km s of plomarion, greece. 2017-06-12 14:28:38 at epicenter (22m ago, depth 5.7km). https://t.co/etm6… ",en,6/12/2017 12:49:48 PM,39119,NA,5,1
41670,"tag:search.twitter.com,2005:874310481732923392",rt @antennanews: στιγμές αγωνίας στην βρίσα λέσβου: παραμένει εγκλωβισμένη η 45χρονη γυναίκα https://t.co/gevnxmy2uh #σεισμος #earthquake ,el,6/12/2017 4:32:11 PM,53355,NA,6,2
34950,"tag:search.twitter.com,2005:874266236720476161","σεισμός 6,1 ρίχτερ στη μυτιλήνη - μεγάλες ζημιές σε πλωμάρι - πληροφορίες για μια εγκλωβισμένη… https://t.co/9pxf46vvmz ",el,6/12/2017 2:04:48 PM,45643,NA,7,2
34158,"tag:search.twitter.com,2005:874262584618299393","#naturaldisastersnews - powerful earthquake rattles turkey, greek island https://t.co/nrrk55hdro ",en,6/12/2017 1:50:17 PM,44744,NA,5,2
18836,"tag:search.twitter.com,2005:875052243308949505",@kmitsotakis δεν ήταν απαραίτητο να πας μέχρι εκεί.. μπορούσες να διαβάσεις και την αναφορά με τις ζημιές νομίζω..… https://t.co/kqr2402lm5 ,el,6/14/2017 6:08:07 PM,25804,NA,7,2
25287,"tag:search.twitter.com,2005:874166732260298752",rt @airnewsalerts: strong #earthquake rocks part of #indonesia's main island. ,en,6/12/2017 2:25:33 AM,33716,NA,5,2
7315,"tag:search.twitter.com,2005:874893677423980545",rt @bnonews: breaking: strong earthquake hits the mexico-guatemala border - seismologists ,en,6/14/2017 7:37:18 AM,9126,NA,5,2
46477,"tag:search.twitter.com,2005:874354824044625920",rt @bbcworld: earthquake rubble blocks roads in lesbos village https://t.co/xdttzpvocg ,en,6/12/2017 5:56:43 PM,60452,NA,9,2
46426,"tag:search.twitter.com,2005:874353915684433920",σεισμός μυτιλήνη: φωτογραφίες από τις ζημιές σε βρίσα και πλωμάρι https://t.co/n01kfuqfdo ,el,6/12/2017 7:53:12 PM,60384,NA,7,2
31308,"tag:search.twitter.com,2005:874252009095942144","τωρα: ισχυρός σεισμός 6,2 r στο βόρειο αιγαίο-κουνήθηκε και η αθήνα-κατέρρευσαν σπίτια στο πλωμάρι https://t.co/h3xxnohpqy ",el,6/12/2017 1:08:16 PM,41522,NA,5,2
8693,"tag:search.twitter.com,2005:874899326807527424","ισχυρός σεισμός 6,9 ρίχτερ στα σύνορα γουατεμάλας - μεξικού https://t.co/uyzvm9ajbm ",el,6/14/2017 8:00:29 AM,11260,NA,5,2
50571,"tag:search.twitter.com,2005:874421880312221697","earthquake kills woman, damages buildings on greek island https://t.co/wp1bifwx5v ",en,6/13/2017 12:23:16 AM,65803,NA,7,2
54316,"tag:search.twitter.com,2005:874500195467317248",περιφερειάρχης βορείου αιγαίου για τις καταστροφές στη λέσβο: 12 χωριά έχουν υποστεί ζημιές https://t.co/exjoznkjbo ,el,6/13/2017 5:34:28 AM,70452,NA,7,2
2811,"tag:search.twitter.com,2005:874736013209288704",signs of past california 'mega-quakes' show danger of the big one on san andreas fault https://t.co/426ok5knmc #earthquake #sanandreas #cali ,en,6/13/2017 9:11:32 PM,3288,NA,5,2
27849,"tag:search.twitter.com,2005:874244146751389696",rt @mikeargi: ισχυρός σεισμός μεγέθους 6r (εστιακό βάθος 10 km) υποθαλάσσιο επίκεντρο μεταξύ χίου - μυτιλήνης  https://t.co/vfp1lyrozz via… ,el,6/12/2017 12:36:43 PM,37457,NA,5,2
12193,"tag:search.twitter.com,2005:874933410728468481","rescue team search for victims at a collapsed building in #vrisa village on greek island #lesvos,after strong… https://t.co/vgijwcz1hm ",en,6/14/2017 10:15:55 AM,15832,NA,5,2
42224,"tag:search.twitter.com,2005:874315195044253704","rt @usgs: m6.3 earthquake strikes near plomarion, greece https://t.co/4k7ecbkntr  report what you felt here -…  ",en,6/12/2017 4:45:01 PM,54010,NA,3,1
29370,"tag:search.twitter.com,2005:874247637037461504",rt @hasavrat: earthquake felt in istanbul at 15:31 local time. https://t.co/gwza0skmla ,en,6/12/2017 12:33:51 PM,39266,NA,3,2
24572,"tag:search.twitter.com,2005:874126795628462080",rt @bigwangtheoryy: lmfao this is fucking lit https://t.co/klspqbdpgv ,en,6/12/2017 3:09:52 AM,32705,NA,5,1
43288,"tag:search.twitter.com,2005:874325166431621120",νεκρή ανασύρθηκε η εγκλωβισμένη γυναίκα στην βρίσα https://t.co/ysyvk8wyd5 ,el,6/12/2017 5:58:58 PM,55250,NA,9,2
38540,"tag:search.twitter.com,2005:874286744400666626",rt @spyrosgalinos: there has been some damage to the road between mytilene and plomari. equipment and crew from the municipality alrea…  ,en,6/12/2017 1:46:42 PM,49751,NA,7,2
18325,"tag:search.twitter.com,2005:875041516879831043",προφητεία – σοκ: πριν την επίθεση της τουρκίας στην ελλάδα… ένας μεγάλος σεισμός! [video] https://t.co/b4sfbaukqh ,el,6/14/2017 5:25:29 PM,25222,NA,5,2
30128,"tag:search.twitter.com,2005:874249016472731648",rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake https://t.co/mbibfnjrmu ,en,6/12/2017 12:49:25 PM,40158,NA,3,2
49941,"tag:search.twitter.com,2005:874405023018606592",powerful quake rocks tourist hotspot - a powerful 6.3-magnitude earthquake struck the aegean coast of western t... https://t.co/l5lefyimbv ,en,6/12/2017 11:16:17 PM,64925,NA,5,2
16494,"tag:search.twitter.com,2005:875009432081616905",rt @bnonews: more: a powerful 7.0-magnitude earthquake has struck the guatemala-mexico border https://t.co/ppcun8znkt https://t.co/4zkfempz… ,en,6/14/2017 7:44:49 AM,23140,NA,5,2
35867,"tag:search.twitter.com,2005:874270676764545024",rt @enikos_gr: ζημιές σε σπίτια στο χωριό βρίσα της λέσβου - τωρα https://t.co/1uheosa88o ,el,6/12/2017 1:16:43 PM,46690,NA,7,2
42561,"tag:search.twitter.com,2005:874318934668922880","6.2 #earthquake rocks greek island; homes damaged, 10 injured . https://t.co/kxz2v6b0ec https://t.co/xfptmcfuhu ",en,6/12/2017 5:34:12 PM,54436,NA,7,2
